source,target,weight,layer
78,96,27,178
78,5,4,182
78,44,16,182
78,57,14,182
78,96,2,182
78,15,13,183
78,96,309,183
78,14,863,187
78,57,53,187
78,94,1,187
78,57,1270,188
78,96,638,188
78,15,1,194
78,15,4,196
78,95,8,196
78,44,6,197
78,57,2,197
78,15,93,198
78,57,796,198
78,96,92,198
78,44,16,200
78,96,4,200
78,15,23928,204
78,57,98,204
78,96,6370,204
78,13,1,207
78,96,1658,209
78,15,59,210
78,44,11,210
78,57,165,210
78,96,100,210
78,6,466,211
78,8,466,211
78,13,2797,211
78,44,12384,211
78,58,1,211
78,155,4,211
78,181,6,211
78,82,1,215
78,6,797,217
78,9,797,217
78,13,1484,217
78,30,2040,217
78,43,957,217
78,44,30319,217
78,57,1316,217
78,13,1,223
78,26,138,223
78,38,4,223
78,43,260,223
78,44,33,231
78,6,113,236
78,7,113,236
78,15,377,236
78,21,589,236
78,75,1573,236
78,58,13,252
78,93,7576,253
78,96,652,253
78,44,129,259
78,3,26,260
78,26,182,260
78,43,248,260
78,44,2030,260
78,57,21,260
78,79,10,260
78,96,159,260
78,6,99,262
78,9,99,262
78,15,1412,262
78,96,1365,262
78,5,2,264
78,5,1410,273
78,44,4706,276
78,57,127,276
78,96,1467,276
78,18,546,291
78,57,2449,291
78,96,350,291
78,6,628,292
78,9,628,292
78,21,4,292
78,44,11027,292
78,65,2699,292
78,75,15936,292
78,95,924,292
78,107,1847,292
78,96,2,294
78,57,11,295
78,96,28,295
78,96,32,297
78,15,208,298
78,96,215,298
78,57,26,300
78,96,4,301
78,13,1,302
78,57,2,303
78,57,8,304
78,44,14,307
78,101,2,307
78,5,1,309
78,15,294,309
78,44,29,309
78,5,48,313
78,44,2046,313
78,57,60,313
78,79,2,313
78,57,29,322
78,96,1313,322
78,57,20,325
78,3,148,327
78,5,72,327
78,6,66,327
78,7,66,327
78,13,64,327
78,14,458,327
78,15,1267,327
78,22,2789,327
78,26,11,327
78,43,1655,327
78,57,101,327
78,75,861,327
78,96,39,327
78,149,4,327
78,96,598,330
78,5,4,332
78,13,4015,332
78,21,353,332
78,43,522,332
78,44,5,332
78,15,8,333
78,6,2723,337
78,9,2723,337
78,25,23579,337
78,44,45474,337
78,93,2096,337
78,102,1646,337
78,111,1231,337
78,129,836,337
78,15,5,338
78,5,2,343
78,15,4,344
78,96,95,344
78,15,17,345
78,96,31,345
78,96,5,347
78,15,34,350
78,96,10,350
78,3,76,351
78,4,6,351
78,14,5,351
78,26,1,351
78,31,27,351
78,34,95,351
78,44,1568,351
78,54,139,351
78,102,4,351
78,44,15,352
78,5,126,353
78,44,268,353
78,57,411,353
78,16,35,362
78,21,99,362
78,39,24,362
79,3,11,1
79,5,5,1
79,6,7,1
79,7,7,1
79,10,53,1
79,12,380,1
79,24,2,1
79,25,6,1
79,33,130,1
79,35,4820,1
79,36,34,1
79,43,45,1
79,44,12,1
79,97,1,1
79,101,161,1
79,149,6,1
79,157,5,1
79,3,46,2
79,14,675,2
79,1,21,3
79,2,11,3
79,3,17,3
79,5,893,3
79,6,1214,3
79,7,32,3
79,8,305,3
79,9,877,3
79,10,6730,3
79,12,5406,3
79,13,144,3
79,14,19138,3
79,16,19,3
79,17,176,3
79,20,6,3
79,21,183,3
79,22,3,3
79,24,28,3
79,25,26,3
79,26,1092,3
79,28,59,3
79,29,281,3
79,30,655,3
79,31,31652,3
79,32,309,3
79,33,115,3
79,34,865,3
79,35,37821,3
79,36,241,3
79,38,374,3
79,39,1,3
79,41,3366,3
79,43,4116,3
79,44,5631,3
79,54,1,3
79,56,2,3
79,62,3178,3
79,65,7,3
79,67,4,3
79,68,32,3
79,69,464,3
79,70,53,3
79,72,219,3
79,75,516,3
79,76,35,3
79,81,13,3
79,82,1,3
79,85,45,3
79,86,18,3
79,95,1,3
79,97,391,3
79,101,2084,3
79,108,70,3
79,109,3,3
79,116,1422,3
79,120,2,3
79,132,6,3
79,138,1,3
79,145,7,3
79,1,14023,4
79,5,12300,4
79,6,7,4
79,7,6,4
79,9,1,4
79,10,509,4
79,14,2638,4
79,22,85,4
79,31,2776,4
79,34,6,4
79,35,6390,4
79,36,2,4
79,43,6550,4
79,44,42215,4
79,95,1,4
79,97,310,4
79,101,49,4
79,103,5,4
79,108,32,4
79,133,129,4
79,157,1,4
79,1,27,5
79,35,255,5
79,44,4,5
79,10,118,7
79,14,1,7
79,35,193,7
79,43,137,7
79,101,83,7
79,10,11,10
79,72,139,11
79,35,1,12
79,62,47,12
79,12,20133,13
79,31,5616,13
79,35,46300,13
79,1,2,14
79,5,18,14
79,10,1029,14
79,12,1724,14
79,13,1,14
79,14,558,14
79,20,1,14
79,21,9,14
79,26,36,14
79,29,10,14
79,30,1,14
79,33,49,14
79,34,229,14
79,35,27386,14
79,36,5,14
79,43,54,14
79,44,561,14
79,50,4,14
79,62,71,14
79,72,2497,14
79,97,3,14
79,101,20,14
79,10,2,15
79,14,1,15
79,35,386,15
79,5,78,17
79,6,64,17
79,8,30,17
79,9,34,17
79,10,139,17
79,12,685,17
79,14,570,17
79,22,16,17
79,26,5,17
79,30,92,17
79,33,11,17
79,35,318,17
79,43,5,17
79,44,20,17
79,68,11,17
79,72,631,17
79,109,20,17
79,26,7,18
79,36,6,18
79,62,7,18
79,10,4,19
79,21,821,19
79,34,781,19
79,35,3,19
79,43,1,19
79,97,43,19
79,1,19,20
79,3,7,20
79,5,50,20
79,10,139,20
79,12,166,20
79,13,5,20
79,14,3,20
79,21,11,20
79,22,16,20
79,26,13,20
79,35,369,20
79,43,8,20
79,44,563,20
79,104,2,20
79,132,13,20
79,3,42,21
79,5,182,21
79,10,3,21
79,33,131,21
79,34,33,21
79,35,8,21
79,38,10,21
79,59,1,21
79,104,179,21
79,62,15,22
79,35,1,23
79,101,1,23
79,1,45,24
79,3,4,24
79,5,96,24
79,6,638,24
79,7,214,24
79,8,208,24
79,9,216,24
79,10,14099,24
79,12,3452,24
79,13,18,24
79,14,614,24
79,15,10,24
79,16,2,24
79,20,1984,24
79,21,1045,24
79,22,1549,24
79,25,6,24
79,26,1714,24
79,28,102,24
79,29,147,24
79,31,6,24
79,34,44,24
79,35,6348,24
79,36,120,24
79,38,7,24
79,39,33,24
79,43,374,24
79,44,3950,24
79,47,20,24
79,48,8,24
79,50,3,24
79,54,65,24
79,59,1,24
79,68,2,24
79,69,156,24
79,70,22,24
79,72,30,24
79,77,1,24
79,81,6,24
79,83,2,24
79,87,1,24
79,91,1,24
79,95,52,24
79,97,3,24
79,101,8480,24
79,104,5,24
79,108,137,24
79,112,10,24
79,120,20,24
79,124,437,24
79,132,27,24
79,157,8,24
79,5,158,25
79,6,13,25
79,9,13,25
79,16,63,25
79,28,749,25
79,31,7746,25
79,44,23,25
79,47,3,25
79,10,144,26
79,35,4,26
79,101,20,26
79,1,11,27
79,3,695,27
79,6,33,27
79,8,33,27
79,10,8,27
79,12,1,27
79,22,21,27
79,30,4,27
79,34,77,27
79,35,521,27
79,36,17,27
79,44,206,27
79,53,4,27
79,75,5,27
79,2,4,28
79,3,644,28
79,4,1533,28
79,6,30,28
79,8,30,28
79,10,16,28
79,12,1136,28
79,13,6,28
79,14,23,28
79,21,7,28
79,26,2,28
79,34,61,28
79,35,7265,28
79,36,6,28
79,38,470,28
79,39,18,28
79,43,1539,28
79,47,6,28
79,67,150,28
79,81,3,28
79,95,13,28
79,101,14,28
79,5,1,29
79,10,260,29
79,12,11,29
79,14,5,29
79,29,30,29
79,33,10,29
79,34,16,29
79,35,1220,29
79,36,25,29
79,44,28,29
79,97,58,29
79,101,6,29
79,1,13,30
79,3,146,30
79,5,11,30
79,6,52,30
79,8,52,30
79,10,4024,30
79,12,908,30
79,13,102,30
79,14,5936,30
79,21,36,30
79,22,9,30
79,26,31,30
79,34,50,30
79,35,3544,30
79,43,23,30
79,44,3612,30
79,67,3,30
79,73,7,30
79,82,1,30
79,116,1,30
79,132,12,30
79,1,255,31
79,3,17,31
79,4,10,31
79,5,309,31
79,6,34,31
79,7,20,31
79,9,14,31
79,10,716,31
79,12,2,31
79,14,80,31
79,21,890,31
79,22,34,31
79,26,248,31
79,33,1,31
79,34,16,31
79,35,4783,31
79,39,15,31
79,43,820,31
79,44,2160,31
79,61,2,31
79,75,1,31
79,81,16,31
79,101,80,31
79,104,68,31
79,147,7,31
79,3,2597,32
79,10,1572,32
79,24,100,32
79,31,669,32
79,32,551,32
79,33,1,32
79,34,5,32
79,35,9,32
79,39,944,32
79,71,670,32
79,99,95,32
79,2,12,33
79,3,8,33
79,10,548,33
79,12,355,33
79,13,8,33
79,14,1,33
79,26,140,33
79,34,12,33
79,35,912,33
79,36,28,33
79,38,7,33
79,44,18,33
79,101,247,33
79,1,17,34
79,10,3,34
79,12,32,34
79,26,2,34
79,35,26,34
79,10,1,35
79,35,1,35
79,10,41,36
79,12,46,36
79,13,83,36
79,26,10,36
79,31,30,36
79,35,176,36
79,10,48,37
79,14,66,37
79,26,2,37
79,29,1,37
79,30,5,37
79,31,8,37
79,33,42,37
79,34,78,37
79,35,263,37
79,43,99,37
79,44,13,37
79,97,1,37
79,101,7,37
79,1,17,38
79,35,11,38
79,44,26,38
79,10,958,39
79,10,31,40
79,35,21,40
79,62,21,40
79,120,1,40
79,43,2,41
79,10,267,42
79,26,13,42
79,43,102,42
79,34,5,43
79,35,9,43
79,35,2,45
79,14,1,46
79,10,19,47
79,35,48,47
79,101,87,47
79,10,1169,51
79,35,111,51
79,29,21,54
79,77,13,54
79,12,3,57
79,101,200,57
79,10,11,59
79,44,24,60
79,35,103,61
79,35,1,63
79,35,11,64
79,10,9,65
79,35,311,65
79,10,188,69
79,35,2,70
79,3,23,71
79,10,2,74
79,6,22,75
79,8,22,75
79,10,176,75
79,14,7,75
79,21,49610,75
79,35,8415,75
79,101,3,75
79,10,36,76
79,39,49,77
79,35,134,87
79,10,429,89
79,35,2061,89
79,5,1,91
79,10,1,91
79,35,68,91
79,156,36,91
79,25,111,93
79,35,280,95
79,17,83,98
79,34,337,99
79,35,1,99
79,35,2,100
79,38,5,105
79,10,16,107
79,26,1,109
79,35,49,109
79,43,8,109
79,109,12,109
79,5,36,110
79,10,7,110
79,35,51,110
79,35,1,113
79,10,96,124
79,43,5,131
79,22,11,135
79,3,29,138
79,10,32,138
79,6,65,139
79,7,65,139
79,10,2832,139
79,14,589,139
79,34,89,139
79,35,4,139
79,43,39,139
79,10,59,140
79,35,132,140
79,149,2,140
79,3,60,141
79,4,59,141
79,10,352,141
79,12,4,141
79,13,15,141
79,14,67,141
79,26,783,141
79,35,1193,141
79,36,10,141
79,43,11,141
79,44,1150,141
79,72,9,141
79,2,1,142
79,5,1,142
79,10,18,142
79,14,2,142
79,35,32,142
79,62,53,142
79,101,10,142
79,21,39,143
79,26,13,143
79,35,95,143
79,2,1,144
79,26,168,144
79,35,4,147
79,10,507,148
79,14,3,148
79,35,2,148
79,6,752,149
79,7,752,149
79,10,14,149
79,12,28,149
79,35,56,149
79,10,5,150
79,22,150,150
79,35,2,150
79,41,627,150
79,29,17,152
79,34,10,152
79,35,42,152
79,1,37,153
79,3,17,153
79,4,16,153
79,5,66,153
79,6,71,153
79,7,33,153
79,8,23,153
79,9,15,153
79,10,3007,153
79,12,4653,153
79,14,7,153
79,16,17,153
79,22,200,153
79,24,2,153
79,25,6,153
79,26,4,153
79,28,1,153
79,29,12,153
79,30,94,153
79,31,26,153
79,33,289,153
79,34,7,153
79,35,6369,153
79,38,62,153
79,39,22,153
79,43,103,153
79,44,13,153
79,48,11,153
79,59,9,153
79,69,6,153
79,70,7,153
79,73,2,153
79,75,4,153
79,97,77,153
79,101,582,153
79,104,8,153
79,111,3,153
79,118,1,153
79,133,5,153
79,212,88,153
79,43,25,154
79,10,38,155
79,12,5,155
79,25,136,155
79,33,606,155
79,34,409,155
79,35,38,155
79,44,105,155
79,120,13,155
79,10,9,156
79,12,5,156
79,35,49,156
79,101,379,156
79,2,4,157
79,10,1,157
79,35,32,157
79,35,1,158
79,26,1,159
79,35,4,159
79,36,13,159
79,83,1,159
79,21,11,160
79,101,4,160
79,6,404,161
79,7,404,161
79,10,39,161
79,35,44,161
79,10,139,162
79,26,25,162
79,34,104,162
79,41,3387,162
79,47,170,162
79,99,135,162
79,115,354,162
79,10,11,163
79,14,5,163
79,34,10,163
79,35,280,163
79,43,13,163
79,10,4804,164
79,28,20,164
79,34,634,164
79,35,780,164
79,41,155,164
79,43,14,164
79,116,64,164
79,14,992,165
79,35,5,165
79,10,1,166
79,35,1,166
79,62,28,166
79,6,258,167
79,7,258,167
79,10,361,167
79,28,27,167
79,58,11,167
79,177,3,167
79,35,16,168
79,62,11,168
79,6,4,169
79,7,4,169
79,10,62,169
79,12,11,169
79,14,26,169
79,26,102,169
79,35,251,169
79,72,4,169
79,101,6,169
79,10,2,170
79,13,5,170
79,10,11,172
79,35,1,172
79,156,30,173
79,14,5,175
79,26,21,175
79,35,1,175
79,89,7,175
79,192,4,175
79,14,1,176
79,35,2,176
79,77,19,176
79,93,21,176
79,102,20,176
79,177,34,176
79,10,6,177
79,14,4,177
79,31,18,177
79,35,100,177
79,133,8,177
79,35,585,178
79,35,2,182
79,10,20,183
79,35,1,183
79,14,2,184
79,35,1,184
79,36,8,184
79,101,2,184
79,10,283,186
79,10,8,187
79,14,231,187
79,26,17,187
79,35,1,187
79,133,1,187
79,145,1,187
79,10,1298,188
79,12,136,188
79,31,362,188
79,35,832,188
79,97,1,188
79,4,27,190
79,10,5,190
79,20,57,190
79,26,2,190
79,33,62,190
79,35,531,190
79,72,6,190
79,75,23,190
79,101,25,190
79,81,20,191
79,3,11,194
79,35,1,194
79,10,2,195
79,10,442,197
79,12,712,197
79,21,17,197
79,35,350,197
79,39,132,197
79,132,1,197
79,26,12,198
79,29,40,198
79,212,14,198
79,101,1,199
79,62,4,200
79,3,2,201
79,5,1,201
79,10,84,201
79,12,191,201
79,14,4,201
79,30,111,201
79,33,1,201
79,35,1130,201
79,72,1,201
79,101,35,201
79,120,2,201
79,12,169,202
79,29,10,202
79,35,210,202
79,97,132,202
79,35,1,203
79,101,4,203
79,156,539,203
79,6,9,204
79,7,9,204
79,10,52,204
79,35,2,204
79,62,1,204
79,35,6,205
79,36,3,206
79,12,1,207
79,35,8,207
79,43,28,207
79,62,24,207
79,101,2,207
79,120,2,207
79,3,2,208
79,10,58,208
79,14,2,208
79,35,2,208
79,36,1,208
79,43,26,208
79,62,15,208
79,95,1,208
79,101,1,211
79,10,124,215
79,35,12,215
79,157,2,215
79,3,4,216
79,10,21,216
79,14,2,216
79,34,13,216
79,35,1,216
79,35,15,219
79,3,1,221
79,6,72,224
79,8,8,224
79,9,64,224
79,10,31,224
79,14,18,224
79,22,32,224
79,34,34,224
79,38,1,224
79,75,1,224
79,35,3,226
79,35,4,228
79,12,2,229
79,14,1,234
79,35,97,234
79,101,26,234
79,3,8309,236
79,6,981,236
79,7,485,236
79,8,496,236
79,10,366,236
79,16,119,236
79,29,29,236
79,34,71,236
79,35,9767,236
79,39,58,237
79,35,1,238
79,149,2,239
79,35,13,248
79,83,304,250
79,10,1,251
79,35,5,251
79,35,7,252
79,10,11058,253
79,12,3302,253
79,26,3707,253
79,34,7795,253
79,35,36710,253
79,36,54,253
79,90,5288,253
79,5,13,254
79,10,1,254
79,14,888,254
79,43,904,254
79,10,3,258
79,10,4,259
79,62,4,259
79,10,563,262
79,26,1689,262
79,35,1700,262
79,43,3,262
79,44,41,262
79,62,147,262
79,5,13,263
79,62,3,265
79,14,6,266
79,35,1,266
79,101,6,268
79,44,8,272
79,44,1265,282
79,12,7,285
79,35,4,285
79,10,9,291
79,38,232,291
79,101,1,291
79,10,37,292
79,35,74,292
79,101,1,292
79,10,103,293
79,34,2,293
79,35,12,293
79,10,10,294
79,12,5,294
79,21,28,294
79,1,3,295
79,3,2,295
79,5,10,295
79,10,258,295
79,12,1564,295
79,14,25,295
79,33,118,295
79,34,11,295
79,35,4634,295
79,36,110,295
79,43,3,295
79,44,17,295
79,97,37,295
79,101,178,295
79,108,2,295
79,132,4,295
79,147,9,295
79,1,2,296
79,10,386,296
79,14,1,296
79,35,132,296
79,116,1,296
79,5,1,297
79,35,2,297
79,10,10,298
79,35,10,298
79,97,13,298
79,29,9,299
79,34,7,299
79,35,101,299
79,33,3,300
79,36,1,300
79,101,7,300
79,14,4,301
79,2,19,302
79,10,170,302
79,12,808,302
79,13,49,302
79,14,21,302
79,21,51,302
79,34,11,302
79,35,369,302
79,43,288,302
79,81,20,302
79,10,6,303
79,26,11,303
79,35,18,303
79,43,10,303
79,62,1,303
79,95,1,303
79,101,1,303
79,35,4,304
79,35,1,305
79,101,2,305
79,147,2,305
79,10,31,307
79,29,1,307
79,35,1,307
79,62,34,307
79,101,5,308
79,5,1,309
79,10,55,309
79,12,1,309
79,14,1,309
79,33,4,309
79,34,5,309
79,35,424,309
79,43,5,309
79,44,20,309
79,83,1,309
79,101,229,309
79,1,913,310
79,2,1,310
79,3,4,310
79,4,34,310
79,5,824,310
79,6,957,310
79,7,396,310
79,8,540,310
79,9,21,310
79,10,3514,310
79,14,37,310
79,20,5,310
79,22,254,310
79,24,4,310
79,25,9,310
79,26,73,310
79,28,3,310
79,30,130,310
79,31,1045,310
79,32,214,310
79,33,309,310
79,34,55,310
79,35,2114,310
79,36,67,310
79,38,321,310
79,39,27,310
79,41,7,310
79,43,3521,310
79,44,22098,310
79,48,13,310
79,51,1,310
79,53,3,310
79,54,3,310
79,57,69,310
79,59,10,310
79,61,1,310
79,65,7,310
79,69,9,310
79,70,3,310
79,75,69,310
79,97,1,310
79,101,3,310
79,104,8,310
79,108,37,310
79,109,3,310
79,111,6,310
79,127,7,310
79,132,6,310
79,133,167,310
79,145,1,310
79,147,20,310
79,157,3,310
79,181,2,310
79,12,192,312
79,35,176,312
79,2,14,315
79,10,2,315
79,35,37,315
79,101,15,315
79,35,14,316
79,10,237,317
79,34,10,317
79,10,1,318
79,14,5,318
79,35,9,318
79,39,34,318
79,157,1,318
79,10,569,319
79,35,90,319
79,10,47,321
79,35,20,321
79,192,204,322
79,10,5,325
79,33,4,325
79,34,2,325
79,35,8,325
79,43,3,325
79,10,10,326
79,34,2,326
79,35,1,326
79,62,8,326
79,10,12,327
79,35,8,327
79,10,8,328
79,35,3,328
79,3,7,329
79,10,58,330
79,29,166,330
79,157,1,330
79,6,20,332
79,7,20,332
79,10,10,332
79,35,4,332
79,10,6,333
79,13,293,333
79,14,38,333
79,35,58,333
79,12,2,334
79,35,6,334
79,6,262,335
79,8,262,335
79,26,744,335
79,31,60,335
79,35,8,336
79,35,84,337
79,35,30,338
79,43,4,338
79,6,3335,339
79,8,3335,339
79,10,13,339
79,35,110,339
79,39,1879,339
79,10,24,340
79,35,7,340
79,62,12,340
79,101,30,340
79,10,28,341
79,10,5,342
79,35,6,342
79,43,47,342
79,35,3,344
79,36,4,344
79,35,21,348
79,44,8,348
79,6,101,349
79,8,101,349
79,10,1,349
79,16,444,349
79,35,1,349
79,39,157,349
79,43,166,349
79,35,1,352
79,43,54,356
79,12,194,358
79,29,1,358
79,35,235,358
79,10,2,359
79,10,3,361
79,16,481,362
79,34,354,362
79,39,128,362
80,4,5,1
80,15,359,1
80,26,125,1
80,44,2129,1
80,57,77,1
80,78,1,1
80,93,33,1
80,95,131,1
80,96,176,1
80,102,1067,1
80,111,22,1
80,119,10,1
80,126,445,1
80,6,6,3
80,9,6,3
80,15,1768,3
80,36,1,3
80,43,4,3
80,44,197,3
80,54,66,3
80,57,2011,3
80,65,66,3
80,71,19,3
80,75,1,3
80,78,1,3
80,89,28,3
80,93,31,3
80,96,505,3
80,102,99,3
80,107,1,3
80,111,10,3
80,126,138,3
80,129,1,3
80,135,14,3
80,57,5245,4
80,93,1,4
80,1,25,5
80,5,470,5
80,6,503,5
80,7,503,5
80,15,5542,5
80,33,391,5
80,75,1,5
80,95,76,5
80,96,499,5
80,102,664,5
80,126,350,5
80,135,7633,5
80,15,231,7
80,57,574,7
80,65,43,7
80,78,3004,7
80,111,118,7
80,3,2627,8
80,5,2667,8
80,14,57855,8
80,21,5394,8
80,26,249,8
80,29,72,8
80,31,50,8
80,35,44773,8
80,36,20062,8
80,39,43,8
80,43,2620,8
80,44,14009,8
80,47,107,8
80,57,756,8
80,59,242,8
80,67,1372,8
80,78,46,8
80,79,10892,8
80,81,1141,8
80,82,322,8
80,83,799,8
80,85,527,8
80,87,19,8
80,88,630,8
80,99,150,8
80,101,988,8
80,116,85,8
80,132,1452,8
80,57,8,9
80,126,6,9
80,15,13,11
80,5,1,14
80,15,116,14
80,57,192,14
80,75,10,14
80,93,250,14
80,96,9,14
80,126,84,14
80,127,28,14
80,129,9,14
80,135,15,14
80,67,4,18
80,109,78,18
80,14,9,20
80,15,1,20
80,28,3,20
80,57,25,20
80,135,44,20
80,15,48,21
80,102,1,21
80,5,5,22
80,44,103,22
80,157,2,22
80,4,20,24
80,5,22,24
80,6,43,24
80,8,3,24
80,9,40,24
80,15,519,24
80,18,27,24
80,21,2749,24
80,22,2711,24
80,33,1,24
80,34,99,24
80,38,4,24
80,44,116,24
80,57,54,24
80,65,398,24
80,75,625,24
80,78,25,24
80,93,9,24
80,96,38,24
80,102,60,24
80,126,1,24
80,127,1,24
80,155,20,24
80,35,5,26
80,15,2,27
80,57,30,27
80,15,1273,28
80,54,57,28
80,65,2406,28
80,93,107,28
80,96,301,28
80,102,157,28
80,126,104,28
80,15,3,29
80,44,14,29
80,54,1,29
80,57,1,29
80,93,1,29
80,102,15,29
80,1,89,30
80,3,307,30
80,5,44,30
80,6,133,30
80,7,121,30
80,9,12,30
80,15,1659,30
80,21,843,30
80,22,3,30
80,25,7747,30
80,26,5210,30
80,31,22,30
80,34,4598,30
80,44,1946,30
80,54,564,30
80,57,2102,30
80,65,1081,30
80,71,18,30
80,75,41,30
80,93,1105,30
80,94,1750,30
80,95,6892,30
80,96,3043,30
80,102,7,30
80,104,87,30
80,107,68,30
80,111,69,30
80,119,1,30
80,126,423,30
80,129,43,30
80,135,1707,30
80,44,592,31
80,93,5,31
80,102,14,31
80,15,4,33
80,57,420,33
80,93,2,33
80,101,2,33
80,102,15,33
80,43,5,34
80,54,1,34
80,126,1,35
80,6,60,36
80,7,60,36
80,26,34,36
80,93,2,36
80,126,235,36
80,127,2,36
80,3,1,37
80,5,34,37
80,6,10,37
80,9,10,37
80,26,279,37
80,29,1,37
80,34,73,37
80,44,44,37
80,79,16,37
80,95,27,37
80,120,8,37
80,1,520,38
80,3,650,38
80,5,1387,38
80,6,851,38
80,8,3,38
80,9,848,38
80,10,8,38
80,12,646,38
80,13,55,38
80,14,404,38
80,21,1656,38
80,22,823,38
80,26,120,38
80,30,84,38
80,34,28,38
80,36,181,38
80,38,11,38
80,41,20,38
80,43,644,38
80,44,7943,38
80,48,1,38
80,57,48,38
80,79,72,38
80,81,195,38
80,101,7,38
80,104,8,38
80,108,1,38
80,116,3,38
80,15,20,40
80,57,71,43
80,57,3,47
80,1,162,48
80,5,62,48
80,6,1004,48
80,7,1004,48
80,15,14,48
80,36,456,48
80,44,175,48
80,48,11,48
80,81,2,48
80,96,48,48
80,135,34,48
80,126,3,49
80,69,1,52
80,65,20,54
80,57,2,56
80,69,2042,57
80,13,6,61
80,177,4,61
80,177,1,64
80,6,80,65
80,7,80,65
80,13,2,68
80,26,17,68
80,34,5,68
80,21,88,69
80,26,12,69
80,50,3,69
80,59,1,69
80,85,2,69
80,21,233,70
80,126,1,72
80,15,2,75
80,18,124,75
80,93,6,75
80,129,7,75
80,14,1,76
80,101,1,78
80,5,3,79
80,26,1,79
80,31,1,79
80,79,2,79
80,44,18,83
80,57,8,83
80,126,4,83
80,3,561,99
80,26,200,99
80,34,2188,99
80,54,59,100
80,5,1,107
80,93,1,107
80,93,37,109
80,34,35,114
80,44,81,114
80,69,260,133
80,126,381,138
80,6,18,139
80,7,18,139
80,6,28,140
80,9,28,140
80,96,94,140
80,15,16,141
80,44,10,141
80,54,4,141
80,75,12,141
80,78,6,141
80,107,8,141
80,6,19,142
80,9,19,142
80,21,32,142
80,44,273,142
80,57,1124,142
80,93,1,142
80,95,11,142
80,96,1,142
80,111,35,142
80,126,226,142
80,129,8,142
80,5,1,143
80,116,3,143
80,13,4,146
80,15,92,147
80,57,36,147
80,69,553,147
80,93,2,147
80,6,5360,148
80,9,5360,148
80,57,335,148
80,65,83,148
80,69,12263,148
80,75,192,148
80,96,3220,148
80,102,230,148
80,111,138,148
80,126,127,148
80,6,50,149
80,7,50,149
80,6,652,150
80,9,652,150
80,22,283,150
80,69,414,150
80,75,73,150
80,96,86,150
80,102,683,150
80,13,47,152
80,5,50,153
80,15,32,153
80,44,1065,153
80,54,5,153
80,57,635,153
80,75,1,153
80,93,10,153
80,96,2,153
80,101,1,153
80,102,187,153
80,119,82,153
80,126,5,153
80,15,1150,156
80,57,269,156
80,93,1,156
80,96,427,156
80,119,35,156
80,126,76,156
80,127,80,156
80,13,1,157
80,26,49,157
80,34,2,157
80,44,52,157
80,57,3,157
80,111,3,157
80,119,4,157
80,129,1,157
80,44,60,158
80,57,21,158
80,111,6,158
80,129,1,158
80,57,15,159
80,93,4568,159
80,69,5,160
80,6,112,161
80,7,112,161
80,78,661,161
80,96,71,161
80,102,23,161
80,111,152,161
80,5,1,168
80,6,55,169
80,7,55,169
80,93,1,169
80,15,2,170
80,43,1014,173
80,54,472,173
80,57,395,173
80,78,814,173
80,96,74,173
80,43,26,174
80,57,545,174
80,126,1,175
80,57,1,176
80,129,20,176
80,6,359,177
80,7,359,177
80,75,553,177
80,78,71,177
80,102,7,177
80,126,26,178
80,15,143,179
80,93,35,180
80,3,323,182
80,5,17,182
80,21,745,182
80,26,4806,182
80,31,30,182
80,34,1837,182
80,36,5,182
80,41,1,182
80,43,1974,182
80,44,465,182
80,50,1,182
80,59,4,182
80,79,10,182
80,81,14,182
80,82,1,182
80,85,2,182
80,101,31,182
80,116,1,182
80,126,3,182
80,157,3,183
80,65,4,184
80,15,34,191
80,57,2,191
80,93,203,191
80,65,24,192
80,93,1,192
80,57,16,193
80,65,556,193
80,15,298,196
80,57,360,196
80,78,434,196
80,93,4,196
80,96,199,196
80,126,65,196
80,57,1,197
80,93,1,197
80,126,1,198
80,2,1,200
80,3,2946,200
80,5,577,200
80,13,180,200
80,14,1047,200
80,21,3525,200
80,22,14,200
80,26,7916,200
80,31,1891,200
80,34,920,200
80,36,191,200
80,39,168,200
80,41,162,200
80,43,3227,200
80,44,10670,200
80,48,8,200
80,50,18,200
80,57,6,200
80,59,369,200
80,67,57,200
80,76,12,200
80,79,147,200
80,81,491,200
80,82,31,200
80,85,76,200
80,89,7,200
80,90,4,200
80,95,50,200
80,101,76,200
80,115,23,200
80,116,111,200
80,120,6,200
80,126,1,200
80,127,13,200
80,57,3,201
80,15,1,203
80,135,1,203
80,15,3818,204
80,93,1,204
80,96,1323,204
80,126,64,204
80,15,1,205
80,57,13,205
80,126,49,205
80,93,5,206
80,15,165,207
80,26,37,207
80,44,235,207
80,65,1,207
80,93,19,207
80,15,326,209
80,57,2335,209
80,78,151,209
80,96,109,209
80,126,2,215
80,34,87,217
80,57,270,222
80,78,72,222
80,57,19,224
80,1,53,226
80,44,2830,231
80,111,1,233
80,6,486,236
80,7,486,236
80,15,93,236
80,6,2,239
80,9,2,239
80,44,12,239
80,57,19,239
80,111,2,239
80,126,35,239
80,57,1,242
80,95,215,242
80,126,40,242
80,126,1,248
80,16,238,253
80,109,9,254
80,44,7,259
80,31,11,260
80,57,6,263
80,5,20,264
80,34,24,264
80,44,274,264
80,69,215,268
80,5,55,273
80,44,1308,276
80,89,199,276
80,57,2,278
80,15,3,291
80,20,13,291
80,34,5,292
80,149,14,292
